,,,,,,,,,,,,
#,x,h,,,07:00:00,18/05/19,1558162800,,,,,
142,50,48,,,,,,,,,,
56,50,49,,,,,,,,,,
50,49,49,,,,,,,,,,
51,50,48,,,,,,,,,,
78,50,49,,,,,,,,,,
48,50,49,,,,,,,,,,
48,48,48,,,,,,,,,,
48,49,48,,,,,,,,,,
48,49,49,,,,,,,,,,
49,49,49,,,,,,,,,,
#,t,1,27596093,,,,,,,,,
#,c,40302344,,,,,,,,,,
50,51,51,,,,,,,,,,
51,50,50,,,,,,,,,,
726,49,50,,,,,,,,,,
320,49,51,,,,,,,,,,
236,50,51,,,,,,,,,,
136,51,50,,,,,,,,,,
81,50,51,,,,,,,,,,
103,50,51,,,,,,,,,,
53,50,50,,,,,,,,,,
57,50,51,,,,,,,,,,
49,49,50,,,,,,,,,,
76,51,51,,,,,,,,,,
#,t,1,27769755,,,,,,,,,
#,c,40302345,,,,,,,,,,
50,50,51,,,,,,,,,,
51,50,51,,,,,,,,,,
86,49,50,,,,,,,,,,
173,49,51,,,,,,,,,,
75,50,50,,,,,,,,,,
49,49,51,,,,,,,,,,
58,50,50,,,,,,,,,,
52,49,51,,,,,,,,,,
51,49,51,,,,,,,,,,
50,49,50,,,,,,,,,,
50,50,50,,,,,,,,,,
51,50,51,,,,,,,,,,
#,t,1,28044751,,,,,,,,,
#,c,40302346,,,,,,,,,,
49,49,49,,,,,,,,,,
50,50,50,,,,,,,,,,
427,51,50,,,,,,,,,,
207,50,51,,,,,,,,,,
118,49,50,,,,,,,,,,
78,50,49,,,,,,,,,,
50,50,49,,,,,,,,,,
49,50,49,,,,,,,,,,
49,49,48,,,,,,,,,,
48,49,48,,,,,,,,,,
50,49,49,,,,,,,,,,
52,51,51,,,,,,,,,,
#,t,1,28243073,,,,,,,,,
#,c,40302347,,,,,,,,,,
50,50,49,,,,,,,,,,
50,49,50,,,,,,,,,,
216,51,49,,,,,,,,,,
102,50,49,,,,,,,,,,
82,51,49,,,,,,,,,,
70,51,50,,,,,,,,,,
48,50,50,,,,,,,,,,
51,50,50,,,,,,,,,,
50,49,49,,,,,,,,,,
49,50,49,,,,,,,,,,
51,51,50,,,,,,,,,,
49,50,49,,,,,,,,,,
#,t,1,28262670,,,,,,,,,
#,c,40302348,,,,,,,,,,
50,50,49,,,,,,,,,,
50,50,49,,,,,,,,,,
87,50,50,,,,,,,,,,
190,50,49,,,,,,,,,,
91,51,49,,,,,,,,,,
50,50,50,,,,,,,,,,
49,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,49,,,,,,,,,,
50,50,49,,,,,,,,,,
53,51,52,,,,,,,,,,
50,51,49,,,,,,,,,,
#,t,1,28319454,,,,,,,,,
#,c,40302349,,,,,,,,,,
50,50,49,,,,,,,,,,
50,50,50,,,,,,,,,,
160,50,50,,,,,,,,,,
195,50,50,,,,,,,,,,
148,50,50,,,,,,,,,,
54,50,50,,,,,,,,,,
47,51,50,,,,,,,,,,
75,51,50,,,,,,,,,,
49,50,49,,,,,,,,,,
50,50,50,,,,,,,,,,
53,52,52,,,,,,,,,,
49,50,49,,,,,,,,,,
#,t,1,28464130,,,,,,,,,
#,c,40302350,,,,,,,,,,
50,49,50,,,,,,,,,,
54,49,49,,,,,,,,,,
179,49,50,,,,,,,,,,
143,49,50,,,,,,,,,,
128,49,51,,,,,,,,,,
102,49,51,,,,,,,,,,
51,49,51,,,,,,,,,,
50,49,50,,,,,,,,,,
51,49,49,,,,,,,,,,
50,48,49,,,,,,,,,,
50,50,51,,,,,,,,,,
50,49,49,,,,,,,,,,
#,t,1,28651965,,,,,,,,,
#,c,40302351,,,,,,,,,,
51,51,51,,,,,,,,,,
51,50,51,,,,,,,,,,
87,50,51,,,,,,,,,,
55,50,51,,,,,,,,,,
56,52,53,,,,,,,,,,
51,49,50,,,,,,,,,,
52,51,51,,,,,,,,,,
51,51,51,,,,,,,,,,
51,51,51,,,,,,,,,,
51,50,51,,,,,,,,,,
51,50,50,,,,,,,,,,
51,51,51,,,,,,,,,,
#,t,1,28774588,,,,,,,,,
#,c,40302352,,,,,,,,,,
50,50,51,,,,,,,,,,
51,51,51,,,,,,,,,,
1023,50,51,,,,,,,,,,
838,50,51,,,,,,,,,,
435,49,50,,,,,,,,,,
278,51,51,,,,,,,,,,
126,50,50,,,,,,,,,,
105,49,49,,,,,,,,,,
56,49,49,,,,,,,,,,
85,50,51,,,,,,,,,,
49,49,50,,,,,,,,,,
69,49,49,,,,,,,,,,
#,t,1,28800882,,,,,,,,,
#,c,40302353,,,,,,,,,,
51,49,50,,,,,,,,,,
50,49,51,,,,,,,,,,
186,49,51,,,,,,,,,,
150,50,53,,,,,,,,,,
151,49,50,,,,,,,,,,
86,49,50,,,,,,,,,,
58,50,50,,,,,,,,,,
78,49,50,,,,,,,,,,
50,49,49,,,,,,,,,,
71,49,51,,,,,,,,,,
51,50,51,,,,,,,,,,
51,50,51,,,,,,,,,,
#,t,1,28805789,,,,,,,,,
#,c,40302354,,,,,,,,,,
50,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
505,49,50,,,,,,,,,,
284,49,50,,,,,,,,,,
217,49,49,,,,,,,,,,
108,49,51,,,,,,,,,,
71,49,51,,,,,,,,,,
51,50,51,,,,,,,,,,
61,49,51,,,,,,,,,,
51,49,49,,,,,,,,,,
49,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
#,t,1,28843884,,,,,,,,,
#,c,40302355,,,,,,,,,,
50,50,50,,,,,,,,,,
50,49,50,,,,,,,,,,
185,49,51,,,,,,,,,,
161,50,51,,,,,,,,,,
107,51,52,,,,,,,,,,
91,49,50,,,,,,,,,,
50,50,50,,,,,,,,,,
97,50,50,,,,,,,,,,
65,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
51,50,51,,,,,,,,,,
#,t,1,28846524,,,,,,,,,
#,c,40302356,,,,,,,,,,
50,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
736,49,49,,,,,,,,,,
363,49,50,,,,,,,,,,
193,49,50,,,,,,,,,,
104,49,49,,,,,,,,,,
96,49,49,,,,,,,,,,
71,49,49,,,,,,,,,,
49,49,48,,,,,,,,,,
48,48,48,,,,,,,,,,
49,49,49,,,,,,,,,,
49,49,50,,,,,,,,,,
#,t,1,29014864,,,,,,,,,
#,c,40302357,,,,,,,,,,
50,49,50,,,,,,,,,,
50,50,49,,,,,,,,,,
771,49,49,,,,,,,,,,
258,49,50,,,,,,,,,,
180,50,50,,,,,,,,,,
163,49,50,,,,,,,,,,
93,49,50,,,,,,,,,,
52,50,50,,,,,,,,,,
51,49,49,,,,,,,,,,
52,51,50,,,,,,,,,,
81,49,49,,,,,,,,,,
50,49,51,,,,,,,,,,
#,t,1,29037507,,,,,,,,,
#,c,40302358,,,,,,,,,,
49,49,49,,,,,,,,,,
49,49,48,,,,,,,,,,
1023,49,48,,,,,,,,,,
1023,49,49,,,,,,,,,,
694,49,49,,,,,,,,,,
406,48,48,,,,,,,,,,
209,49,49,,,,,,,,,,
90,50,49,,,,,,,,,,
64,49,49,,,,,,,,,,
109,49,49,,,,,,,,,,
50,49,48,,,,,,,,,,
49,49,49,,,,,,,,,,
#,t,1,29144456,,,,,,,,,
#,c,40302359,,,,,,,,,,
48,49,49,,,,,,,,,,
45,49,49,,,,,,,,,,
216,49,49,,,,,,,,,,
55,49,49,,,,,,,,,,
44,50,48,,,,,,,,,,
53,49,49,,,,,,,,,,
45,48,49,,,,,,,,,,
44,49,48,,,,,,,,,,
47,50,51,,,,,,,,,,
47,48,48,,,,,,,,,,
46,50,49,,,,,,,,,,
45,50,49,,,,,,,,,,
#,t,1,29144740,,,,,,,,,
#,c,40302360,,,,,,,,,,
50,49,49,,,,,,,,,,
67,49,49,,,,,,,,,,
334,49,50,,,,,,,,,,
248,50,49,,,,,,,,,,
203,50,49,,,,,,,,,,
138,49,49,,,,,,,,,,
47,49,49,,,,,,,,,,
47,49,48,,,,,,,,,,
128,48,48,,,,,,,,,,
49,49,49,,,,,,,,,,
76,49,49,,,,,,,,,,
52,50,50,,,,,,,,,,
#,t,1,29196605,,,,,,,,,
#,c,40302361,,,,,,,,,,
49,49,49,,,,,,,,,,
48,49,49,,,,,,,,,,
606,49,49,,,,,,,,,,
246,49,49,,,,,,,,,,
169,49,49,,,,,,,,,,
176,49,49,,,,,,,,,,
53,48,48,,,,,,,,,,
73,50,49,,,,,,,,,,
57,49,48,,,,,,,,,,
94,49,48,,,,,,,,,,
59,49,48,,,,,,,,,,
48,49,49,,,,,,,,,,
#,t,1,29197946,,,,,,,,,
#,c,40302363,,,,,,,,,,
50,49,49,,,,,,,,,,
49,50,49,,,,,,,,,,
205,49,49,,,,,,,,,,
126,51,49,,,,,,,,,,
84,51,49,,,,,,,,,,
80,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
66,50,49,,,,,,,,,,
53,49,49,,,,,,,,,,
51,49,49,,,,,,,,,,
50,50,51,,,,,,,,,,
50,51,49,,,,,,,,,,
#,t,1,29229973,,,,,,,,,
#,c,40302364,,,,,,,,,,
49,49,49,,,,,,,,,,
51,49,50,,,,,,,,,,
175,50,50,,,,,,,,,,
93,50,49,,,,,,,,,,
132,50,50,,,,,,,,,,
102,50,49,,,,,,,,,,
113,50,49,,,,,,,,,,
52,51,52,,,,,,,,,,
57,49,49,,,,,,,,,,
49,50,49,,,,,,,,,,
50,50,50,,,,,,,,,,
49,49,50,,,,,,,,,,
#,t,1,29244041,,,,,,,,,
#,c,40302365,,,,,,,,,,
50,50,49,,,,,,,,,,
49,50,49,,,,,,,,,,
516,50,49,,,,,,,,,,
351,50,49,,,,,,,,,,
153,50,50,,,,,,,,,,
60,50,49,,,,,,,,,,
89,50,49,,,,,,,,,,
93,50,49,,,,,,,,,,
52,51,51,,,,,,,,,,
48,48,48,,,,,,,,,,
59,49,49,,,,,,,,,,
50,50,49,,,,,,,,,,
#,t,1,29265340,,,,,,,,,
#,c,40302366,,,,,,,,,,
49,48,49,,,,,,,,,,
48,48,49,,,,,,,,,,
544,48,49,,,,,,,,,,
418,49,49,,,,,,,,,,
175,49,49,,,,,,,,,,
152,49,50,,,,,,,,,,
168,49,50,,,,,,,,,,
73,49,50,,,,,,,,,,
93,49,50,,,,,,,,,,
49,49,49,,,,,,,,,,
54,50,50,,,,,,,,,,
50,51,51,,,,,,,,,,
#,t,1,29321113,,,,,,,,,
#,c,40302367,,,,,,,,,,
50,50,51,,,,,,,,,,
50,50,49,,,,,,,,,,
402,49,50,,,,,,,,,,
220,50,50,,,,,,,,,,
177,51,52,,,,,,,,,,
68,50,49,,,,,,,,,,
80,50,50,,,,,,,,,,
54,50,50,,,,,,,,,,
76,49,49,,,,,,,,,,
51,49,49,,,,,,,,,,
65,49,49,,,,,,,,,,
55,50,51,,,,,,,,,,
#,t,1,29367436,,,,,,,,,
#,c,40302368,,,,,,,,,,
51,50,51,,,,,,,,,,
57,50,51,,,,,,,,,,
130,51,51,,,,,,,,,,
55,51,51,,,,,,,,,,
49,50,50,,,,,,,,,,
72,50,51,,,,,,,,,,
51,50,51,,,,,,,,,,
51,50,50,,,,,,,,,,
50,49,50,,,,,,,,,,
50,49,49,,,,,,,,,,
52,51,51,,,,,,,,,,
51,50,51,,,,,,,,,,
#,t,1,29545769,,,,,,,,,
#,c,40302369,,,,,,,,,,
52,50,51,,,,,,,,,,
50,50,51,,,,,,,,,,
154,49,49,,,,,,,,,,
816,49,51,,,,,,,,,,
523,51,51,,,,,,,,,,
308,49,50,,,,,,,,,,
178,49,50,,,,,,,,,,
126,49,50,,,,,,,,,,
64,50,50,,,,,,,,,,
93,50,50,,,,,,,,,,
54,49,48,,,,,,,,,,
51,49,50,,,,,,,,,,
#,t,1,29579799,,,,,,,,,
#,c,40302370,,,,,,,,,,
50,49,50,,,,,,,,,,
49,50,51,,,,,,,,,,
144,50,51,,,,,,,,,,
55,49,51,,,,,,,,,,
134,49,50,,,,,,,,,,
48,50,51,,,,,,,,,,
50,51,51,,,,,,,,,,
49,50,50,,,,,,,,,,
48,49,49,,,,,,,,,,
65,49,49,,,,,,,,,,
56,50,51,,,,,,,,,,
54,50,51,,,,,,,,,,
#,t,1,29580065,,,,,,,,,
#,c,40302371,,,,,,,,,,
50,49,49,,,,,,,,,,
50,50,50,,,,,,,,,,
142,50,50,,,,,,,,,,
85,49,49,,,,,,,,,,
81,49,49,,,,,,,,,,
53,50,51,,,,,,,,,,
50,49,50,,,,,,,,,,
52,49,49,,,,,,,,,,
50,48,50,,,,,,,,,,
49,49,50,,,,,,,,,,
51,50,51,,,,,,,,,,
49,49,49,,,,,,,,,,
#,t,1,29671950,,,,,,,,,
#,c,40302372,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
945,51,51,,,,,,,,,,
550,50,51,,,,,,,,,,
271,50,50,,,,,,,,,,
158,49,50,,,,,,,,,,
124,49,50,,,,,,,,,,
85,51,51,,,,,,,,,,
75,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
50,50,50,,,,,,,,,,
#,t,1,29708764,,,,,,,,,
#,c,40302373,,,,,,,,,,
51,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
166,49,50,,,,,,,,,,
97,50,49,,,,,,,,,,
94,49,50,,,,,,,,,,
49,50,51,,,,,,,,,,
51,51,50,,,,,,,,,,
51,50,51,,,,,,,,,,
53,50,50,,,,,,,,,,
51,50,51,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,51,,,,,,,,,,
#,t,1,29727382,,,,,,,,,
#,c,40302374,,,,,,,,,,
50,49,50,,,,,,,,,,
50,50,51,,,,,,,,,,
526,50,50,,,,,,,,,,
282,50,50,,,,,,,,,,
88,50,50,,,,,,,,,,
145,50,51,,,,,,,,,,
71,50,51,,,,,,,,,,
51,50,50,,,,,,,,,,
70,49,49,,,,,,,,,,
50,50,49,,,,,,,,,,
50,50,49,,,,,,,,,,
59,48,49,,,,,,,,,,
#,t,1,29728254,,,,,,,,,
#,c,40302375,,,,,,,,,,
49,50,50,,,,,,,,,,
65,51,50,,,,,,,,,,
80,50,49,,,,,,,,,,
80,51,50,,,,,,,,,,
65,49,49,,,,,,,,,,
47,50,49,,,,,,,,,,
50,49,49,,,,,,,,,,
49,49,50,,,,,,,,,,
49,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
53,49,50,,,,,,,,,,
50,49,49,,,,,,,,,,
#,t,1,29772591,,,,,,,,,
#,c,40302376,,,,,,,,,,
49,49,49,,,,,,,,,,
50,50,50,,,,,,,,,,
88,49,49,,,,,,,,,,
406,49,49,,,,,,,,,,
215,49,49,,,,,,,,,,
99,49,49,,,,,,,,,,
69,50,50,,,,,,,,,,
65,49,49,,,,,,,,,,
60,48,49,,,,,,,,,,
48,48,48,,,,,,,,,,
50,49,50,,,,,,,,,,
81,51,52,,,,,,,,,,
#,t,1,29812197,,,,,,,,,
#,c,40302377,,,,,,,,,,
50,50,49,,,,,,,,,,
49,50,49,,,,,,,,,,
173,49,49,,,,,,,,,,
139,49,49,,,,,,,,,,
72,50,49,,,,,,,,,,
106,51,51,,,,,,,,,,
48,49,48,,,,,,,,,,
48,50,48,,,,,,,,,,
48,50,49,,,,,,,,,,
50,50,49,,,,,,,,,,
49,49,49,,,,,,,,,,
50,50,49,,,,,,,,,,
#,t,1,29928455,,,,,,,,,
#,c,40302378,,,,,,,,,,
49,51,49,,,,,,,,,,
50,49,49,,,,,,,,,,
634,49,49,,,,,,,,,,
240,49,49,,,,,,,,,,
188,50,49,,,,,,,,,,
166,50,51,,,,,,,,,,
126,49,48,,,,,,,,,,
82,48,48,,,,,,,,,,
48,48,49,,,,,,,,,,
81,49,49,,,,,,,,,,
48,48,48,,,,,,,,,,
48,49,49,,,,,,,,,,
#,t,1,29999915,,,,,,,,,
#,c,40302379,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,49,,,,,,,,,,
223,49,49,,,,,,,,,,
175,49,49,,,,,,,,,,
84,50,50,,,,,,,,,,
66,50,50,,,,,,,,,,
51,50,50,,,,,,,,,,
50,51,50,,,,,,,,,,
49,49,49,,,,,,,,,,
50,50,50,,,,,,,,,,
49,50,49,,,,,,,,,,
49,50,50,,,,,,,,,,
#,t,1,30072711,,,,,,,,,
#,c,40302380,,,,,,,,,,
49,50,50,,,,,,,,,,
74,51,50,,,,,,,,,,
402,50,49,,,,,,,,,,
254,51,50,,,,,,,,,,
128,51,50,,,,,,,,,,
68,50,50,,,,,,,,,,
89,49,49,,,,,,,,,,
55,50,49,,,,,,,,,,
67,50,50,,,,,,,,,,
61,50,49,,,,,,,,,,
48,50,49,,,,,,,,,,
50,49,50,,,,,,,,,,
#,t,1,30076771,,,,,,,,,
#,c,40302381,,,,,,,,,,
50,49,50,,,,,,,,,,
50,49,49,,,,,,,,,,
135,49,49,,,,,,,,,,
86,50,50,,,,,,,,,,
102,50,50,,,,,,,,,,
52,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
51,50,50,,,,,,,,,,
50,49,49,,,,,,,,,,
56,50,50,,,,,,,,,,
49,49,49,,,,,,,,,,
50,49,50,,,,,,,,,,
#,t,1,30098583,,,,,,,,,
#,c,40302382,,,,,,,,,,
49,50,50,,,,,,,,,,
50,51,50,,,,,,,,,,
163,50,50,,,,,,,,,,
85,51,50,,,,,,,,,,
67,50,50,,,,,,,,,,
54,51,49,,,,,,,,,,
51,50,51,,,,,,,,,,
60,50,50,,,,,,,,,,
49,49,49,,,,,,,,,,
57,49,50,,,,,,,,,,
51,50,50,,,,,,,,,,
50,49,50,,,,,,,,,,
#,t,1,30172561,,,,,,,,,
#,c,40302383,,,,,,,,,,
51,51,51,,,,,,,,,,
50,50,50,,,,,,,,,,
118,49,49,,,,,,,,,,
94,49,49,,,,,,,,,,
80,50,51,,,,,,,,,,
64,50,50,,,,,,,,,,
57,50,51,,,,,,,,,,
49,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
51,50,51,,,,,,,,,,
50,50,51,,,,,,,,,,
50,51,50,,,,,,,,,,
#,t,1,30188942,,,,,,,,,
#,c,40302384,,,,,,,,,,
51,51,51,,,,,,,,,,
79,51,51,,,,,,,,,,
533,50,51,,,,,,,,,,
213,52,52,,,,,,,,,,
118,51,53,,,,,,,,,,
150,51,52,,,,,,,,,,
54,52,51,,,,,,,,,,
79,51,51,,,,,,,,,,
58,51,51,,,,,,,,,,
81,52,52,,,,,,,,,,
50,50,50,,,,,,,,,,
50,52,52,,,,,,,,,,
#,t,1,30198483,,,,,,,,,
#,c,40302385,,,,,,,,,,
51,50,51,,,,,,,,,,
51,50,50,,,,,,,,,,
670,50,50,,,,,,,,,,
388,50,50,,,,,,,,,,
213,50,51,,,,,,,,,,
110,51,51,,,,,,,,,,
52,49,51,,,,,,,,,,
58,49,50,,,,,,,,,,
50,49,51,,,,,,,,,,
54,50,50,,,,,,,,,,
50,49,51,,,,,,,,,,
52,49,50,,,,,,,,,,
#,t,1,30322651,,,,,,,,,
#,c,40302386,,,,,,,,,,
50,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
405,49,51,,,,,,,,,,
191,49,50,,,,,,,,,,
140,50,51,,,,,,,,,,
103,49,51,,,,,,,,,,
76,50,51,,,,,,,,,,
52,49,51,,,,,,,,,,
50,48,49,,,,,,,,,,
49,48,49,,,,,,,,,,
50,49,50,,,,,,,,,,
50,48,50,,,,,,,,,,
#,t,1,30424657,,,,,,,,,
#,c,40302387,,,,,,,,,,
50,49,49,,,,,,,,,,
51,49,51,,,,,,,,,,
871,50,50,,,,,,,,,,
464,49,50,,,,,,,,,,
221,48,50,,,,,,,,,,
134,49,51,,,,,,,,,,
110,49,50,,,,,,,,,,
80,49,51,,,,,,,,,,
85,48,49,,,,,,,,,,
52,48,49,,,,,,,,,,
51,49,49,,,,,,,,,,
50,48,49,,,,,,,,,,
#,t,1,30441354,,,,,,,,,
#,c,40302388,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
419,50,50,,,,,,,,,,
122,51,51,,,,,,,,,,
105,50,51,,,,,,,,,,
79,49,49,,,,,,,,,,
62,49,50,,,,,,,,,,
66,50,51,,,,,,,,,,
50,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
51,49,50,,,,,,,,,,
51,50,49,,,,,,,,,,
#,t,1,30527412,,,,,,,,,
#,c,40302389,,,,,,,,,,
50,50,50,,,,,,,,,,
50,51,51,,,,,,,,,,
216,50,51,,,,,,,,,,
83,51,50,,,,,,,,,,
85,51,51,,,,,,,,,,
95,51,51,,,,,,,,,,
97,50,49,,,,,,,,,,
55,50,50,,,,,,,,,,
61,50,50,,,,,,,,,,
51,51,50,,,,,,,,,,
50,51,51,,,,,,,,,,
51,51,50,,,,,,,,,,
#,t,1,30544639,,,,,,,,,
#,c,40302390,,,,,,,,,,
49,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
507,49,49,,,,,,,,,,
233,49,49,,,,,,,,,,
162,48,50,,,,,,,,,,
118,48,49,,,,,,,,,,
63,49,50,,,,,,,,,,
64,50,49,,,,,,,,,,
49,48,48,,,,,,,,,,
50,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
49,49,49,,,,,,,,,,
#,t,1,30615761,,,,,,,,,
#,c,40302391,,,,,,,,,,
74,49,49,,,,,,,,,,
48,49,49,,,,,,,,,,
89,50,49,,,,,,,,,,
69,51,49,,,,,,,,,,
47,49,49,,,,,,,,,,
48,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
49,50,49,,,,,,,,,,
49,50,48,,,,,,,,,,
50,50,49,,,,,,,,,,
50,49,50,,,,,,,,,,
50,50,49,,,,,,,,,,
#,t,1,30746949,,,,,,,,,
#,c,40302392,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,49,,,,,,,,,,
132,49,48,,,,,,,,,,
110,49,48,,,,,,,,,,
143,49,49,,,,,,,,,,
102,50,49,,,,,,,,,,
68,50,49,,,,,,,,,,
53,50,49,,,,,,,,,,
50,50,49,,,,,,,,,,
49,49,49,,,,,,,,,,
63,49,49,,,,,,,,,,
48,49,49,,,,,,,,,,
#,t,1,30763534,,,,,,,,,
#,c,40302393,,,,,,,,,,
49,50,49,,,,,,,,,,
55,49,49,,,,,,,,,,
360,49,50,,,,,,,,,,
202,50,50,,,,,,,,,,
188,49,49,,,,,,,,,,
67,50,49,,,,,,,,,,
67,51,50,,,,,,,,,,
45,50,49,,,,,,,,,,
52,50,49,,,,,,,,,,
58,49,49,,,,,,,,,,
48,49,49,,,,,,,,,,
50,51,50,,,,,,,,,,
#,t,1,30813101,,,,,,,,,
#,c,40302394,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,49,,,,,,,,,,
476,50,49,,,,,,,,,,
208,50,49,,,,,,,,,,
83,50,49,,,,,,,,,,
132,51,49,,,,,,,,,,
79,51,49,,,,,,,,,,
48,50,50,,,,,,,,,,
50,48,48,,,,,,,,,,
58,51,50,,,,,,,,,,
48,49,49,,,,,,,,,,
49,50,50,,,,,,,,,,
#,t,1,30817679,,,,,,,,,
#,c,40302395,,,,,,,,,,
51,51,50,,,,,,,,,,
63,50,49,,,,,,,,,,
105,50,50,,,,,,,,,,
108,51,50,,,,,,,,,,
93,51,50,,,,,,,,,,
55,50,49,,,,,,,,,,
52,51,49,,,,,,,,,,
50,51,51,,,,,,,,,,
51,51,51,,,,,,,,,,
49,49,49,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
#,t,1,30864684,,,,,,,,,
#,c,40302396,,,,,,,,,,
50,51,51,,,,,,,,,,
53,49,50,,,,,,,,,,
292,51,50,,,,,,,,,,
184,49,51,,,,,,,,,,
112,51,50,,,,,,,,,,
111,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
69,50,49,,,,,,,,,,
52,50,50,,,,,,,,,,
51,49,50,,,,,,,,,,
49,50,50,,,,,,,,,,
50,50,51,,,,,,,,,,
#,t,1,31014364,,,,,,,,,
#,c,40302397,,,,,,,,,,
51,50,50,,,,,,,,,,
50,49,50,,,,,,,,,,
397,49,49,,,,,,,,,,
312,50,50,,,,,,,,,,
153,48,50,,,,,,,,,,
98,50,51,,,,,,,,,,
104,49,50,,,,,,,,,,
74,49,50,,,,,,,,,,
71,48,50,,,,,,,,,,
53,49,50,,,,,,,,,,
51,50,51,,,,,,,,,,
50,49,50,,,,,,,,,,
#,t,1,31093877,,,,,,,,,
#,c,40302398,,,,,,,,,,
51,50,50,,,,,,,,,,
54,50,51,,,,,,,,,,
444,49,50,,,,,,,,,,
142,50,50,,,,,,,,,,
127,49,49,,,,,,,,,,
129,50,50,,,,,,,,,,
53,50,51,,,,,,,,,,
71,50,50,,,,,,,,,,
49,49,49,,,,,,,,,,
54,50,50,,,,,,,,,,
55,49,50,,,,,,,,,,
50,50,51,,,,,,,,,,
#,t,1,31297449,,,,,,,,,
#,c,40302399,,,,,,,,,,
50,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
98,50,49,,,,,,,,,,
96,49,49,,,,,,,,,,
109,49,49,,,,,,,,,,
79,50,49,,,,,,,,,,
51,49,49,,,,,,,,,,
50,51,50,,,,,,,,,,
71,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
49,49,49,,,,,,,,,,
49,49,49,,,,,,,,,,
#,t,1,31369315,,,,,,,,,
#,c,40302400,,,,,,,,,,
50,50,50,,,,,,,,,,
50,49,49,,,,,,,,,,
421,50,51,,,,,,,,,,
297,51,49,,,,,,,,,,
183,49,49,,,,,,,,,,
106,49,49,,,,,,,,,,
53,50,49,,,,,,,,,,
52,50,50,,,,,,,,,,
79,48,49,,,,,,,,,,
51,50,49,,,,,,,,,,
48,49,49,,,,,,,,,,
48,49,49,,,,,,,,,,
#,t,1,31461153,,,,,,,,,
#,c,40302401,,,,,,,,,,
50,50,49,,,,,,,,,,
50,50,49,,,,,,,,,,
697,50,49,,,,,,,,,,
230,49,49,,,,,,,,,,
189,50,49,,,,,,,,,,
142,49,50,,,,,,,,,,
110,50,49,,,,,,,,,,
86,51,50,,,,,,,,,,
62,48,48,,,,,,,,,,
73,48,48,,,,,,,,,,
48,49,49,,,,,,,,,,
51,50,50,,,,,,,,,,
#,t,1,31479908,,,,,,,,,
#,c,40302402,,,,,,,,,,
48,49,49,,,,,,,,,,
49,49,48,,,,,,,,,,
235,49,49,,,,,,,,,,
137,49,49,,,,,,,,,,
70,49,49,,,,,,,,,,
57,49,49,,,,,,,,,,
62,50,50,,,,,,,,,,
72,50,50,,,,,,,,,,
47,49,48,,,,,,,,,,
50,50,49,,,,,,,,,,
48,49,49,,,,,,,,,,
48,48,48,,,,,,,,,,
#,t,1,31557825,,,,,,,,,
#,c,40302403,,,,,,,,,,
50,50,49,,,,,,,,,,
50,50,49,,,,,,,,,,
104,49,50,,,,,,,,,,
89,50,49,,,,,,,,,,
76,50,49,,,,,,,,,,
80,51,50,,,,,,,,,,
49,49,50,,,,,,,,,,
50,51,50,,,,,,,,,,
49,50,50,,,,,,,,,,
49,50,50,,,,,,,,,,
49,50,49,,,,,,,,,,
49,49,50,,,,,,,,,,
#,t,1,31623515,,,,,,,,,
#,c,40302404,,,,,,,,,,
49,49,50,,,,,,,,,,
50,50,50,,,,,,,,,,
676,51,51,,,,,,,,,,
215,50,50,,,,,,,,,,
90,51,50,,,,,,,,,,
103,50,50,,,,,,,,,,
52,49,50,,,,,,,,,,
64,51,49,,,,,,,,,,
50,49,49,,,,,,,,,,
66,49,49,,,,,,,,,,
49,51,50,,,,,,,,,,
51,51,50,,,,,,,,,,
#,t,1,31648897,,,,,,,,,
#,c,40302405,,,,,,,,,,
50,50,51,,,,,,,,,,
